index,PSNR_r,PSNR_c
78,114.24569471513391,105.59165498490702
79,120.6322227817283,108.44642111411049
80,118.15514507468455,105.92494361213855
81,114.60352090850384,104.69639632185442
82,109.48113188818408,97.33668104181646
83,111.53183461387817,98.64378739199182
84,110.38218073066582,96.92494599347296
85,115.3195160635955,103.87603839484999
86,112.3319817969945,100.77776857476726
87,116.65810572190546,103.05436682990417
88,114.24880926085528,103.32527482210202
89,114.55358929220844,101.92098798519096
90,114.65149254048569,101.08195220846949
91,115.57069815138632,103.17152462653196
92,116.71541564181882,106.06431679124674
93,119.1604790983229,106.97530641520741
94,112.24029225956066,101.68003298971394
95,113.72225906594208,106.6497998814922
96,113.44090274915959,101.67478288134089
97,112.00808161045201,103.29498280707172
98,116.31008960550587,104.95837294083516
99,111.05398754777943,97.9730701924461
100,118.81590144503917,107.11458665953835
101,114.19895138389676,103.98808819804276
102,117.70657339266617,105.29162613391983
103,114.56487559296684,102.64757588607995
104,118.55855497016883,106.27270966157391
105,111.77998310670377,98.98716871131532
106,100.93149246092929,86.96131091380236
107,111.3252092186425,100.974487741993
108,114.50675624225323,107.60777432943289
109,119.6387370154795,108.19787080797738
110,115.98921701586076,106.07764466557553
111,114.76194807076295,105.03724210820027
112,116.95148476778061,106.30087269593766
113,115.98728792497536,104.13298068484968
114,114.5144351959081,103.11974141034054
115,118.93664957614877,107.35309737047017
116,118.25396043117706,105.78341126402145
117,110.25479719219373,100.03048664306729
118,116.43554985856782,103.64996715959508
119,112.86255496691135,104.46054270415087
120,115.26424474797302,104.43440559721807
121,116.14933372655366,104.01513205593231
122,113.59233487721477,100.66350236225738
123,115.43118845859291,102.36503945088124
124,117.04756441721716,104.99483801945487
125,114.2923576914931,102.33711418720216
126,117.94974341338269,107.48619601474402
127,106.24920654114948,93.92850709187437
128,115.4654114739293,103.22953336850533
129,112.95704006914426,99.64155288906247
130,118.01109977339166,105.43996432567916
131,118.42404552301906,107.59915209273402
132,118.59805105341306,107.90020398918243
133,114.32085512222194,105.31438746725865
134,112.94601659912499,98.53508838537542
135,113.69802653316631,103.61651889021928
136,116.68416197463858,104.88940117335414
137,120.00291151464955,107.27873706025561
138,116.33478298205071,104.67041021782148
139,119.2277872492858,108.37973852795662
140,114.74542341954916,104.60515644558913
141,116.78877740639919,105.56187130653612
142,111.74912835317613,102.41689715184467
143,114.81742869755985,108.65528225379906
144,114.93104459074422,101.23653872180887
145,115.24690134085151,103.67484197366886
146,110.39211159731218,102.37849528194127
147,111.2350491548593,101.55758663300192
148,112.63961158407996,101.34990705454464
149,114.42061673861804,105.5547500770827
150,115.75063935567108,104.21604432230389
151,108.75740524195083,97.3287568145888
152,114.7283441538008,102.93299788987588
153,115.12734899317289,102.64345585686213
154,118.01906808910272,107.63479202069857
155,106.63635753944108,93.87424910220062
156,117.06390815040115,104.64970057964524
157,113.80717583482462,101.75599879586673
158,114.88366411280771,102.59472328986531
159,112.9060972797162,101.90404718956556
160,113.18234261011243,100.43992529580656
161,117.9518890570181,108.20543284802628
162,120.21294527246371,108.3850707465011
163,120.14470083610397,109.05762592950408
164,119.32345120426251,107.11741693022817
165,118.03129149703227,105.6019111737581
166,114.67324160630494,103.8499112594185
167,114.06705455726456,106.8290894625002
168,117.11308009289161,104.82822525862586
169,115.16144944586671,103.15393209676445
170,115.49730857084283,104.14442321473896
171,113.08746710037744,103.47721837044992
172,115.60828312103598,102.71496188838171
173,118.91434533897498,107.59544514737559
174,114.33575538580762,104.02025078492301
175,113.37323064867532,101.62725510285371
176,117.42079479431871,107.73128689785142
177,117.02038630570934,106.82882770771137
178,115.63779382328038,105.37763530828578
179,120.52832703733259,107.99670041314778
180,118.10755763950048,106.39458938346522
181,116.40807140631009,105.18605238879287
182,109.6782392011751,97.42005860791392
183,110.19011565989234,98.31944572409057
184,110.15455234699486,96.92028822863404
185,115.791586818703,103.87958382632874
186,112.32478922438979,100.84205837728697
187,112.50402020856853,102.5665773820578
188,116.22903889201328,103.76630590791893
189,113.3779418180555,101.60627568427714
190,113.31271921841204,101.33229588746111
191,114.6229230021239,102.91726693792435
